customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5950-CPVG,Female,1,Yes,No,51,Yes,No,DSL,No internet service,No,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),75.02,6130.26,No
8997-QDIW,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),58.62,6868.33,No
1872-WBYO,Male,0,Yes,Yes,7,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),99.82,4850.15,No
4725-XKGF,Male,0,No,No,10,No,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Credit card (automatic),102.91,7666.83,No
1644-KLDP,Female,1,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.98,3614.84,Yes
3551-NYDH,Female,0,Yes,No,65,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,43.89,4439.12,No
0541-XJJN,Female,0,Yes,No,46,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,No,Mailed check,80.27,4599.63,Yes
7675-HXIG,Male,0,No,Yes,48,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,107.85,7345.85,No
9530-ITQI,Female,0,No,Yes,29,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.03,4101.56,No
6315-SJZR,Male,1,Yes,Yes,22,No,No,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),22.73,5868.79,Yes
0439-MKTM,Female,0,Yes,No,7,Yes,No phone service,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),100.32,5082.72,Yes
6853-QHWY,Male,0,Yes,No,71,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,72.08,5201.74,No
3853-EQQS,Male,1,No,Yes,18,No,No,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,35.74,8191.18,Yes
9640-VOEI,Female,0,Yes,No,28,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,No,Credit card (automatic),34.02,1946.41,No
8743-ZIRR,Female,1,No,Yes,35,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),113.15,5535.04,Yes
4288-XSCH,Male,0,No,No,22,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,48.62,3972.22,Yes
7808-NQUE,Male,1,No,No,29,No,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),56.19,1361.6,No
8509-KXWQ,Male,0,Yes,No,30,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),82.22,2323.3,Yes
6610-TIOS,Female,0,No,Yes,35,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),53.56,4659.07,Yes
8173-XOEM,Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.39,5393.47,No
0091-UHZC,Male,0,Yes,Yes,29,Yes,No,No,Yes,Yes,No,No,No,No internet service,One year,Yes,Electronic check,22.22,2965.86,No
8493-DODX,Female,1,Yes,Yes,68,No,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.98,824.21,Yes
2124-BKMT,Male,1,Yes,Yes,47,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),30.47,2005.36,No
7938-ABWO,Male,1,No,No,51,No,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Credit card (automatic),74.13,4088.11,Yes
7538-XZNR,Female,1,No,No,49,No,No,No,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),111.66,5447.28,No
8732-QLQH,Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,One year,No,Mailed check,51.48,3000.83,No
1477-DTAX,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,55.44,3558.26,No
9165-TIED,Female,0,No,Yes,65,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.53,38.23,Yes
6354-TDSA,Female,0,No,Yes,11,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,109.42,2201.19,No
9617-BMFZ,Female,1,Yes,Yes,36,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,68.04,2147.21,No
6759-XSMX,Female,0,No,Yes,34,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),39.24,8092.5,No
4517-IDYI,Female,1,No,No,65,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),78.09,4485.59,No
4671-DIQN,Female,0,No,No,34,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No,One year,No,Credit card (automatic),102.45,8478.56,No
2838-URJG,Female,1,Yes,Yes,10,No,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,48.19,320.69,No
9659-BTVU,Male,0,Yes,Yes,69,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,117.06,5266.72,Yes
5509-HWBT,Male,0,Yes,Yes,13,No,No,Fiber optic,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),74.11,7162.29,No
1856-LKJU,Female,0,Yes,No,47,No,Yes,DSL,No internet service,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),76.69,1786.63,No
2697-GGHJ,Female,1,No,Yes,61,No,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,66.84,2376.16,No
5802-AIAM,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,102.77,557.64,Yes
1508-URGK,Female,0,No,No,21,No,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),24.71,3370.92,Yes
7596-AQXB,Female,1,Yes,No,15,No,No phone service,No,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),54.8,6864.08,Yes
5578-KCYN,Male,1,Yes,Yes,34,No,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),95.95,8137.26,No
3225-IGPF,Male,1,No,Yes,13,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),29.79,4993.15,No
1160-JILQ,Male,1,Yes,No,9,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),31.4,3107.17,No
6633-XGEN,Female,1,No,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,27.43,8300.47,Yes
1344-ZLUM,Female,0,No,Yes,45,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.29,7448.77,Yes
8890-GNVD,Male,1,No,No,44,No,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),50.25,5029.43,Yes
5711-YVBZ,Female,1,Yes,Yes,42,No,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,26.68,2354.82,Yes
4110-LLWN,Female,1,No,Yes,25,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,118.44,1204.0,Yes
2710-BNCV,Male,0,No,No,26,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),86.79,3827.2,No
8315-RZVA,Female,0,No,No,64,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,No,One year,No,Mailed check,98.67,1034.07,Yes
7802-CLXM,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),59.87,8430.04,No
2952-WKXK,Male,1,Yes,Yes,50,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Mailed check,45.41,1022.48,No
4825-SLGG,Female,0,Yes,No,45,No,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),33.87,4530.83,Yes
8468-IBSH,Male,0,No,Yes,19,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),44.69,267.86,Yes
6539-EOFZ,Male,0,Yes,Yes,18,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),107.81,265.77,No
3866-FVSY,Female,0,No,Yes,30,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),82.68,3719.62,No
4949-QMBG,Male,0,Yes,Yes,10,No,Yes,No,Yes,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,38.11,5159.46,No
4647-FGMR,Female,0,Yes,Yes,25,No,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,Yes,Two year,No,Mailed check,64.72,7138.72,No
0695-DGPJ,Male,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),21.63,470.02,No
6740-OANY,Female,1,Yes,Yes,58,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.38,2289.24,No
6862-KNKF,Female,0,Yes,No,61,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),45.83,3180.98,Yes
9471-GMJF,Male,1,Yes,Yes,0,Yes,No,No,No,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,104.14,5142.05,No
3525-KVLE,Female,1,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),51.95,2803.67,No
4609-OSOD,Female,0,Yes,No,5,No,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,55.34,274.46,No
9659-WLXJ,Male,0,Yes,Yes,6,No,No,No,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.02,7816.68,No
8578-UUFE,Male,0,No,No,6,No,No phone service,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),76.37,3563.06,No
1072-WSMZ,Male,1,No,Yes,48,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.23,5944.38,Yes
4868-VBSO,Female,0,No,Yes,15,Yes,No,No,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,77.32,5195.55,No
3189-VMNN,Male,0,Yes,No,56,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.54,1392.9,Yes
5737-NNKS,Female,1,Yes,Yes,21,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,46.78,7299.64,Yes
6819-VSGH,Female,1,No,Yes,57,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),98.63,2532.32,No
2015-DJIQ,Female,0,No,No,18,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,2622.97,Yes
0052-GZID,Female,1,No,Yes,32,No,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),68.55,7121.88,Yes
1745-KGXC,Female,0,No,No,40,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,54.81,2120.88,Yes
0818-BKCI,Male,0,No,Yes,33,No,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.72,3455.98,No
1017-BTER,Male,0,No,Yes,56,Yes,No,No,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),44.46,4788.41,Yes
4818-LHZY,Female,1,No,No,52,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,94.16,2895.33,No
7313-RUDA,Female,0,Yes,Yes,6,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,68.3,7254.22,No
2783-VHZC,Female,1,No,No,54,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),35.11,5732.13,No
1115-TFVE,Male,1,No,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.57,939.55,No
7439-JMBU,Male,1,No,Yes,5,No,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,89.44,6850.18,Yes
2438-XDFZ,Female,0,No,No,48,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Two year,No,Credit card (automatic),112.82,5511.25,No
3613-SBZY,Male,1,No,Yes,23,No,No phone service,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),114.85,2523.87,No
0479-EALY,Male,1,No,No,57,No,No phone service,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,83.88,3412.99,No
9593-VFOG,Male,1,No,No,7,No,No,No,Yes,No internet service,Yes,No,No,No internet service,Two year,Yes,Electronic check,113.75,684.87,No
7655-VBMV,Male,0,No,Yes,6,No,No phone service,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),83.76,6659.67,Yes
6484-FPNW,Female,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),63.06,3632.54,No
4702-ITJY,Male,0,No,No,60,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.81,1628.32,No
8130-YNEV,Male,0,Yes,No,33,No,No,DSL,No,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,95.38,7948.64,No
4121-QVXZ,Male,0,Yes,No,33,No,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,56.57,1536.98,Yes
0963-UESM,Male,0,Yes,No,44,Yes,No,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,81.73,4277.75,No
2718-QSIE,Male,1,No,No,31,No,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,90.83,8653.0,Yes
8966-RXXN,Female,1,Yes,No,30,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,78.55,8064.26,No
4307-ZDOH,Female,0,No,No,9,No,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,46.64,2505.78,Yes
7312-WGSV,Male,0,Yes,No,56,No,No,DSL,No,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),104.19,1201.04,Yes
9907-QYMH,Male,0,Yes,No,57,No,Yes,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),45.59,5250.11,Yes
4491-QDHU,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),113.05,4333.15,Yes
9579-EDMP,Male,0,Yes,No,36,No,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,108.46,1320.35,Yes
5521-QCOE,Female,0,No,Yes,27,No,No phone service,DSL,No internet service,No,No,No,Yes,No internet service,One year,No,Mailed check,76.72,3400.85,No
0433-CEDM,Female,0,Yes,No,66,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),115.87,1539.97,Yes
7077-TDNO,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,106.1,6608.22,No
1657-FNHI,Female,1,Yes,Yes,51,Yes,Yes,DSL,No,No,No,No,No internet service,No,One year,No,Electronic check,91.4,5141.24,No
5946-ZGXU,Male,0,No,Yes,10,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,101.92,2420.66,Yes
2761-NAVS,Female,0,No,Yes,31,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),101.74,5100.04,No
3586-FDWT,Male,0,No,No,67,No,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,111.65,7178.95,Yes
1274-RZKF,Female,0,Yes,Yes,26,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Mailed check,26.98,5469.12,Yes
2606-YFAV,Male,0,No,Yes,30,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No,One year,No,Credit card (automatic),46.33,4225.43,Yes
6540-APRG,Female,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.65,1734.07,No
4006-OCBG,Male,1,Yes,Yes,46,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,No,One year,Yes,Mailed check,87.81,3513.34,No
7643-VLKA,Female,1,No,No,23,No,No,No,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),23.16,1460.76,Yes
1460-DTKV,Female,1,No,Yes,54,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,99.5,4086.42,Yes
6132-NWIV,Female,0,Yes,Yes,17,No,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),116.87,3754.94,No
2445-KLPC,Female,1,Yes,Yes,39,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),98.09,137.47,No
0567-KGJB,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),43.42,7625.4,No
2325-SWUJ,Male,0,Yes,Yes,23,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,98.44,8512.1,Yes
7358-XYRO,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),63.21,6142.18,No
9127-EPJA,Female,1,No,No,1,No,Yes,DSL,No internet service,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),35.25,4563.31,Yes
2866-HJPC,Male,1,Yes,Yes,60,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,73.43,549.58,No
7163-KFAE,Female,1,No,No,62,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,35.13,3133.35,No
1193-GQBE,Female,1,Yes,Yes,61,No,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),85.88,1495.75,Yes
3892-RLQQ,Female,0,No,No,54,Yes,No phone service,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.19,1433.39,No
6943-QIFA,Male,1,Yes,Yes,32,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,34.87,8370.85,No
5156-NDIA,Male,1,No,Yes,53,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,101.73,2926.85,Yes
6937-RZTA,Male,1,Yes,No,28,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,No,Credit card (automatic),39.54,1378.95,Yes
1540-JLDW,Male,1,No,No,24,No,No phone service,DSL,No,No internet service,No,No,No,No internet service,Two year,No,Mailed check,80.19,5896.87,No
